"Ukazatel","IndicatorType","ČR, Reg. soudržnosti, Kraje","Uz012","Roky","CasR","Hodnota"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2000","2000","8.849839226"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2001","2001","8.87258377"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2002","2002","9.095976443"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2003","2003","9.183317485"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2004","2004","9.568407639"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2005","2005","9.987305176"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2006","2006","10.30823504"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2007","2007","11.10485843"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2008","2008","11.46438457"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2009","2009","11.28037842"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2010","2010","11.13913175"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2011","2011","10.35309096"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2012","2012","10.3314345"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2013","2013","10.15639368"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2014","2014","10.43821996"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2015","2015","10.5059859"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2016","2016","10.6635089"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2017","2017","10.80359971"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2018","2018","10.73135569"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2019","2019","10.5190357"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2020","2020","10.29891623"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2021","2021","10.64609055"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2022","2022","9.414820822"
"Živě narození na 1 000 obyvatel","5416","Česko","CZ","2023","2023","8.379173384"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2000","2000","7.98462708"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2001","2001","8.312140138"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2002","2002","8.362098723"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2003","2003","8.656015272"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2004","2004","9.549448918"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2005","2005","10.1546106"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2006","2006","10.5865614"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2007","2007","11.02842232"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2008","2008","11.70262168"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2009","2009","11.65608437"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2010","2010","11.8172827"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2011","2011","11.28323356"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2012","2012","11.39829299"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2013","2013","11.14028224"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2014","2014","11.68914733"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2015","2015","11.69023221"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2016","2016","11.729885"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2017","2017","11.91088753"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2018","2018","11.88193385"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2019","2019","11.35320848"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2020","2020","11.08514306"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2021","2021","11.96127127"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2022","2022","10.10660949"
"Živě narození na 1 000 obyvatel","5416","Praha","CZ01","2023","2023","9.149886418"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2000","2000","8.926028771"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2001","2001","8.925529862"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2002","2002","9.312138292"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2003","2003","9.398057635"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2004","2004","9.92223234"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2005","2005","10.53187124"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2006","2006","10.92207105"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2007","2007","12.02916181"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2008","2008","12.52987413"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2009","2009","12.27662456"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2010","2010","12.0999623"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2011","2011","11.41392544"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2012","2012","11.21976445"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2013","2013","10.96045433"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2014","2014","11.13097998"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2015","2015","11.05608225"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2016","2016","11.06169965"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2017","2017","11.38609741"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2018","2018","10.85673895"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2019","2019","10.77019684"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2020","2020","10.36837649"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2021","2021","10.94995239"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2022","2022","9.43467606"
"Živě narození na 1 000 obyvatel","5416","Střední Čechy","CZ02","2023","2023","8.44537876"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2000","2000","8.947548531"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2001","2001","8.783194232"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2002","2002","9.044012377"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2003","2003","9.086534981"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2004","2004","9.353527941"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2005","2005","9.839126627"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2006","2006","10.3010081"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2007","2007","10.9548246"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2008","2008","11.27681158"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2009","2009","11.12302953"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2010","2010","10.8890327"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2011","2011","9.893126079"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2012","2012","10.28056177"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2013","2013","9.82696959"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2014","2014","10.00161863"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2015","2015","10.27324134"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2016","2016","10.43386008"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2017","2017","10.62534061"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2018","2018","10.48622406"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2019","2019","10.31303121"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2020","2020","10.06602692"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2021","2021","10.40976501"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2022","2022","9.293803944"
"Živě narození na 1 000 obyvatel","5416","Jihozápad","CZ03","2023","2023","8.140158484"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2000","2000","9.635106677"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2001","2001","9.629677733"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2002","2002","9.913613122"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2003","2003","9.992624089"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2004","2004","10.23177132"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2005","2005","10.41093898"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2006","2006","10.7610976"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2007","2007","11.62806117"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2008","2008","11.89384527"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2009","2009","11.40731935"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2010","2010","11.00912617"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2011","2011","10.29843284"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2012","2012","9.767206791"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2013","2013","9.660635351"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2014","2014","9.830447892"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2015","2015","9.844128687"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2016","2016","9.894454979"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2017","2017","10.02199557"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2018","2018","9.726983103"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2019","2019","9.791597929"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2020","2020","9.544179882"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2021","2021","9.698367388"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2022","2022","8.739860464"
"Živě narození na 1 000 obyvatel","5416","Severozápad","CZ04","2023","2023","7.639879394"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2000","2000","9.182297347"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2001","2001","9.03584877"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2002","2002","9.259153116"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2003","2003","9.305261594"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2004","2004","9.680430229"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2005","2005","9.843622399"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2006","2006","10.23400571"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2007","2007","11.31438172"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2008","2008","11.46103209"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2009","2009","11.34217631"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2010","2010","11.16278454"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2011","2011","10.21119804"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2012","2012","10.23939662"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2013","2013","9.999953529"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2014","2014","10.19678068"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2015","2015","10.33206365"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2016","2016","10.68300541"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2017","2017","10.48822915"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2018","2018","10.53842708"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2019","2019","10.450069"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2020","2020","10.23439579"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2021","2021","10.2709856"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2022","2022","9.117387345"
"Živě narození na 1 000 obyvatel","5416","Severovýchod","CZ05","2023","2023","8.205182912"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2000","2000","8.643259247"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2001","2001","8.623774618"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2002","2002","9.033849815"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2003","2003","9.017588018"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2004","2004","9.440296937"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2005","2005","9.887933904"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2006","2006","10.12420651"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2007","2007","10.76714709"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2008","2008","11.36609003"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2009","2009","11.16410002"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2010","2010","11.03225362"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2011","2011","10.42523433"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2012","2012","10.41656118"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2013","2013","10.31684254"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2014","2014","10.79084468"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2015","2015","10.76604063"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2016","2016","10.97168179"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2017","2017","11.21812803"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2018","2018","11.23189518"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2019","2019","11.08069928"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2020","2020","10.6864557"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2021","2021","11.04952717"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2022","2022","9.904870964"
"Živě narození na 1 000 obyvatel","5416","Jihovýchod","CZ06","2023","2023","8.703307717"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2000","2000","8.712410587"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2001","2001","8.822213795"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2002","2002","8.824731346"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2003","2003","8.93509056"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2004","2004","9.072856752"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2005","2005","9.641068855"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2006","2006","9.794255555"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2007","2007","10.55661564"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2008","2008","10.85157136"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2009","2009","10.71155193"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2010","2010","10.57364542"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2011","2011","9.671584541"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2012","2012","9.620466245"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2013","2013","9.733881707"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2014","2014","9.819647151"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2015","2015","10.11949944"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2016","2016","10.3099892"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2017","2017","10.49440375"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2018","2018","10.5125279"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2019","2019","9.987233002"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2020","2020","10.236238"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2021","2021","10.39023983"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2022","2022","9.383932352"
"Živě narození na 1 000 obyvatel","5416","Střední Morava","CZ07","2023","2023","8.389659866"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2000","2000","8.813618646"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2001","2001","8.932660572"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2002","2002","9.051312654"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2003","2003","9.159319997"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2004","2004","9.392271339"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2005","2005","9.727848713"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2006","2006","9.905521122"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2007","2007","10.70419739"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2008","2008","10.72015921"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2009","2009","10.59585899"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2010","2010","10.52349127"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2011","2011","9.578736778"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2012","2012","9.596572688"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2013","2013","9.480171547"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2014","2014","9.837487559"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2015","2015","9.764575476"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2016","2016","9.948515688"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2017","2017","10.00315549"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2018","2018","10.28525025"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2019","2019","10.03465853"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2020","2020","9.882471269"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2021","2021","10.14929926"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2022","2022","9.067366237"
"Živě narození na 1 000 obyvatel","5416","Moravskoslezsko","CZ08","2023","2023","8.090624404"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2000","2000","7.98462708"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2001","2001","8.312140138"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2002","2002","8.362098723"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2003","2003","8.656015272"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2004","2004","9.549448918"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2005","2005","10.1546106"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2006","2006","10.5865614"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2007","2007","11.02842232"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2008","2008","11.70262168"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2009","2009","11.65608437"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2010","2010","11.8172827"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2011","2011","11.28323356"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2012","2012","11.39829299"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2013","2013","11.14028224"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2014","2014","11.68914733"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2015","2015","11.69023221"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2016","2016","11.729885"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2017","2017","11.91088753"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2018","2018","11.88193385"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2019","2019","11.35320848"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2020","2020","11.08514306"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2021","2021","11.96127127"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2022","2022","10.10660949"
"Živě narození na 1 000 obyvatel","5416","Hlavní město Praha","CZ010","2023","2023","9.149886418"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2000","2000","8.926028771"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2001","2001","8.925529862"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2002","2002","9.312138292"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2003","2003","9.398057635"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2004","2004","9.92223234"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2005","2005","10.53187124"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2006","2006","10.92207105"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2007","2007","12.02916181"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2008","2008","12.52987413"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2009","2009","12.27662456"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2010","2010","12.0999623"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2011","2011","11.41392544"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2012","2012","11.21976445"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2013","2013","10.96045433"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2014","2014","11.13097998"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2015","2015","11.05608225"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2016","2016","11.06169965"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2017","2017","11.38609741"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2018","2018","10.85673895"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2019","2019","10.77019684"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2020","2020","10.36837649"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2021","2021","10.94995239"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2022","2022","9.43467606"
"Živě narození na 1 000 obyvatel","5416","Středočeský kraj","CZ020","2023","2023","8.44537876"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2000","2000","9.025688868"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2001","2001","8.880702142"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2002","2002","9.176059336"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2003","2003","9.178216776"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2004","2004","9.499201338"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2005","2005","9.791533044"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2006","2006","10.12990772"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2007","2007","10.96316522"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2008","2008","11.27457005"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2009","2009","11.03113741"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2010","2010","10.86830431"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2011","2011","10.03134106"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2012","2012","10.4575718"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2013","2013","10.0150367"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2014","2014","10.1065926"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2015","2015","10.35632018"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2016","2016","10.57014885"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2017","2017","10.76379111"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2018","2018","10.52879582"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2019","2019","10.3631374"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2020","2020","10.17772179"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2021","2021","10.52828445"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2022","2022","9.372473843"
"Živě narození na 1 000 obyvatel","5416","Jihočeský kraj","CZ031","2023","2023","8.177923734"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2000","2000","8.858877912"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2001","2001","8.672415578"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2002","2002","8.893840024"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2003","2003","8.982226697"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2004","2004","9.187642021"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2005","2005","9.893326502"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2006","2006","10.49560678"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2007","2007","10.9453754"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2008","2008","11.27932448"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2009","2009","11.22550985"
"Živě narození na 1 000 obyvatel","5416","Plzeňský kraj","CZ032","2010","2010","10.91214864"
